movie_company_key,movie_id,company_id
1,5,14
2,5,59
3,11,1
4,11,306
5,12,3
6,13,4
7,14,27
8,14,2721
9,16,11239
10,16,119
11,16,14937
12,16,157
13,16,17513
14,16,201
15,16,2996
16,16,30268
17,16,321
18,16,4524
19,16,5358
20,16,53667
21,16,53668
22,16,53669
23,16,53670
24,16,53671
25,16,5755
26,16,591
27,16,5975
28,16,6916
29,16,7025
30,16,7330
31,16,76
32,16,8
33,16,8659
34,16,9349
35,18,5
36,18,9
37,19,12372
38,19,4
39,20,49
40,20,77
41,22,130
42,22,2
43,24,14
44,24,39121
45,24,59
46,25,14440
47,25,1522
48,25,19934
49,25,33
50,28,26663
51,28,60
52,33,171
53,33,6194
54,35,18
55,35,306
56,38,10039
57,38,10059
58,38,10146
59,55,11230
60,55,5084
61,58,130
62,58,19936
63,58,2
64,59,12
65,59,429
66,59,6363
67,62,385
68,62,8411
69,65,23
70,65,24
71,66,171
72,66,5
73,66,97
74,68,10214
75,69,6402
76,69,711
77,69,84
78,69,85
79,69,86
80,70,1171
81,70,126
82,70,16311
83,70,171
84,70,6194
85,71,10163
86,71,10462
87,71,288
88,71,686
89,71,694
90,71,718
91,73,11308
92,73,12
93,73,924
94,74,27
95,74,4
96,74,44
97,74,56
98,75,8601
99,76,98
100,77,34446
101,77,491
102,77,506
103,77,598
104,78,5798
105,78,6194
106,78,7965
107,79,2269
108,79,724
109,80,11509
110,80,97
111,80,98
112,83,22376
113,85,1
114,85,4
115,87,1
116,87,4
117,89,1
118,89,4
119,90,30
120,90,4
121,95,11533
122,95,130
123,95,9195
124,96,10288
125,96,30
126,96,4
127,98,14440
128,98,1645
129,98,21904
130,98,21905
131,98,21906
132,98,27
133,98,33
134,100,13419
135,100,1382
136,100,146
137,100,21920
138,100,491
139,103,441
140,103,46059
141,103,46060
142,104,1972
143,104,7025
144,105,20448
145,105,33
146,105,56
147,106,1302
148,106,1885
149,106,306
150,106,5263
151,106,5264
152,106,840
153,107,13419
154,107,3287
155,107,441
156,111,33
157,114,10282
158,114,9195
159,115,10163
160,115,1382
161,115,37
162,116,7
163,117,4
164,118,45778
165,118,55512
166,118,6194
167,118,79
168,118,80
169,118,8601
170,120,11
171,120,12
172,120,5237
173,121,11
174,121,12
175,121,5237
176,122,11
177,122,12
178,128,10342
179,128,12516
180,128,14
181,128,20192
182,129,10342
183,134,10163
184,134,2092
185,134,33
186,134,5870
187,134,9195
188,137,5
189,141,185
190,141,2214
191,141,3334
192,142,10146
193,142,10565
194,142,1246
195,142,3997
196,146,10565
197,146,12205
198,146,20289
199,146,20290
200,146,20291
201,146,2269
202,146,2798
203,146,58
204,149,10919
205,149,10920
206,149,10921
207,149,3363
208,149,528
209,149,6999
210,149,882
211,149,9155
212,152,4
213,153,70
214,154,4
215,155,429
216,155,6194
217,155,923
218,155,9993
219,155,9996
220,157,4
221,161,129
222,161,172
223,161,24939
224,161,2596
225,161,6194
226,161,79
227,162,306
228,163,12202
229,163,129
230,163,2596
231,163,6194
232,163,79
233,165,20448
234,165,33
235,165,56
236,167,1178
237,167,19116
238,167,763
239,167,840
240,168,4
241,169,1302
242,169,1885
243,169,306
244,169,840
245,170,10889
246,170,284
247,172,4
248,173,3166
249,174,4
250,176,2061
251,176,23019
252,176,35
253,176,55405
254,177,559
255,179,10163
256,179,11581
257,179,20194
258,179,33
259,179,694
260,179,932
261,180,26265
262,180,27
263,180,306
264,180,44
265,180,56
266,180,76068
267,180,766
268,182,14315
269,182,6194
270,182,70319
271,184,14
272,186,1204
273,186,2116
274,186,21962
275,186,308
276,186,816
277,186,826
278,187,10807
279,187,53009
280,187,7405
281,189,10807
282,189,11005
283,189,11006
284,189,13241
285,189,14
286,189,29076
287,189,41658
288,193,4
289,194,12000
290,194,23446
291,194,25020
292,194,27897
293,194,30994
294,194,4411
295,194,5358
296,194,591
297,194,592
298,196,20448
299,196,33
300,196,56
301,197,11353
302,197,4564
303,197,7965
304,199,4
305,199,76068
306,200,4
307,201,4
308,203,120
309,205,11912
310,205,1205
311,205,19834
312,205,2760
313,205,35
314,205,564
315,205,60
316,205,7495
317,207,10282
318,207,9195
319,214,2061
320,214,23019
321,214,35
322,215,1053
323,215,2061
324,215,23019
325,215,35
326,215,64651
327,217,1
328,217,4
329,218,1280
330,218,3952
331,218,41
332,218,4764
333,218,7745
334,219,49
335,223,1553
336,226,11351
337,226,1422
338,226,307
339,226,43
340,226,54
341,227,6194
342,227,70
343,231,129
344,231,20665
345,231,20666
346,231,6194
347,231,6735
348,231,7786
349,235,1153
350,235,5
351,235,90896
352,235,90897
353,238,10211
354,238,4
355,239,11982
356,239,219
357,240,4
358,240,536
359,242,4
360,243,32
361,243,9195
362,245,33
363,248,1044
364,251,4
365,252,3434
366,252,4
367,253,10761
368,253,60
369,253,7576
370,254,11
371,254,33
372,254,68
373,254,69
374,257,2979
375,257,355
376,257,6732
377,261,100
378,261,8411
379,268,1382
380,268,4357
381,268,6194
382,272,19231
383,272,429
384,272,6194
385,272,923
386,272,9993
387,272,9996
388,274,41
389,274,55072
390,277,126
391,277,7733
392,277,7734
393,277,7735
394,277,7736
395,278,97
396,279,6194
397,280,1280
398,280,14723
399,280,5358
400,280,574
401,280,61409
402,284,11241
403,284,60
404,285,130
405,285,19936
406,285,2
407,288,60
408,288,893
409,289,6194
410,292,2448
411,296,19116
412,296,23636
413,296,5
414,296,6194
415,296,7340
416,296,763
417,297,136
418,297,33
419,298,129
420,298,2596
421,298,6194
422,298,79
423,302,104
424,302,147
425,302,148
426,302,149
427,302,150
428,302,83
429,306,30
430,306,4
431,309,11672
432,309,156
433,309,3221
434,310,158
435,310,159
436,310,160
437,310,33
438,311,6194
439,311,7965
440,314,52945
441,314,52946
442,314,52947
443,314,6194
444,314,79
445,314,813
446,319,10210
447,319,3322
448,319,342
449,319,6194
450,320,1088
451,320,1089
452,320,129
453,321,4096
454,322,171
455,322,172
456,322,6194
457,322,79
458,326,12
459,327,11561
460,327,11562
461,327,11563
462,327,528
463,327,567
464,327,6516
465,329,33
466,329,56
467,330,33
468,330,56
469,331,13
470,331,56
471,332,175
472,332,2
473,332,20477
474,334,12
475,334,178
476,334,179
477,335,11386
478,335,218
479,335,4
480,338,1972
481,338,201
482,338,46
483,342,161
484,345,194
485,345,195
486,345,385
487,345,6194
488,346,882
489,348,19747
490,348,306
491,350,306
492,350,444
493,350,445
494,350,682
495,350,711
496,364,1382
497,364,6194
498,377,12
499,377,1531
500,380,206
501,380,60
502,387,11344
503,387,1704
504,387,209
505,387,210
506,387,7025
507,388,23
508,388,33
509,388,4319
510,389,10212
511,389,60
512,391,10481
513,391,19498
514,391,5755
515,391,60
516,392,14
517,392,65781
518,392,903
519,393,14
520,393,39121
521,393,59
522,395,11345
523,395,1302
524,395,19747
525,395,19828
526,395,19829
527,395,19834
528,395,19835
529,395,248
530,395,264
531,395,306
532,395,76043
533,398,11715
534,398,12200
535,398,213
536,398,214
537,398,54280
538,398,54281
539,398,58
540,400,14
541,401,11728
542,401,11729
543,401,215
544,401,216
545,401,43
546,403,2630
547,403,80
548,404,181
549,404,2
550,404,373
551,404,5358
552,404,59423
553,404,635
554,404,637
555,404,694
556,404,7832
557,408,3166
558,409,12204
559,409,14
560,411,10221
561,411,5888
562,414,31080
563,414,6194
564,415,1382
565,415,6194
566,421,23449
567,421,9195
568,423,10201
569,423,19150
570,423,208
571,423,250
572,423,260
573,423,264
574,423,266
575,423,267
576,423,268
577,423,269
578,423,271
579,423,31087
580,423,355
581,423,4247
582,423,5358
583,423,694
584,424,33
585,424,56
586,425,11749
587,425,306
588,425,9383
589,429,42498
590,429,5755
591,429,60
592,429,7508
593,431,21953
594,431,22207
595,431,22208
596,431,22209
597,431,22210
598,431,22211
599,431,806
600,433,3166
601,435,11362
602,435,306
603,435,347
604,435,35
605,435,54502
606,436,2291
607,436,7429
608,436,8
609,440,1302
610,440,19747
611,440,306
612,440,444
613,451,15547
614,451,60
615,453,23
616,453,27
617,453,33
618,454,240
619,454,306
620,455,1490
621,455,2406
622,455,2452
623,455,43
624,462,216
625,464,242
626,464,2495
627,464,7937
628,468,8
629,470,10059
630,470,10887
631,470,10888
632,473,22566
633,473,22567
634,473,379
635,473,7503
636,479,258
637,479,4
638,480,10932
639,480,307
640,480,6235
641,489,14
642,489,2253
643,489,23201
644,492,278
645,492,279
646,492,37
647,496,20567
648,496,306
649,497,3982
650,497,6194
651,497,97
652,500,1632
653,500,26198
654,500,285
655,503,14024
656,503,1633
657,503,18990
658,503,19943
659,503,449
660,503,6194
661,504,28
662,507,285
663,508,10163
664,508,284
665,508,33
666,508,694
667,509,10163
668,509,282
669,509,283
670,509,31080
671,510,286
672,510,60
673,510,6194
674,512,288
675,512,289
676,512,290
677,512,291
678,522,9195
679,524,10898
680,524,11583
681,524,11584
682,524,33
683,525,33
684,526,306
685,526,6194
686,533,297
687,533,521
688,534,4021
689,534,4022
690,534,5
691,534,6194
692,535,4
693,539,10717
694,539,33
695,539,4
696,540,10039
697,540,2313
698,540,3287
699,540,769
700,542,299
701,542,300
702,542,301
703,542,303
704,542,304
705,544,306
706,546,307
707,546,308
708,547,316
709,547,9195
710,549,53009
711,549,93380
712,549,93381
713,550,20555
714,550,508
715,550,54050
716,550,54051
717,550,54052
718,550,711
719,557,19551
720,557,5
721,558,19551
722,558,326
723,558,5
724,559,19551
725,559,326
726,559,5
727,562,1073
728,562,1885
729,562,306
730,563,23434
731,563,559
732,563,9195
733,568,23
734,568,33
735,573,33
736,576,4051
737,577,364
738,577,441
739,578,1865
740,578,33
741,579,33
742,580,33
743,581,2630
744,581,335
745,582,201
746,582,336
747,582,337
748,582,7333
749,584,24
750,584,26281
751,584,33
752,584,333
753,585,2
754,585,3
755,586,11391
756,586,11407
757,586,12
758,587,2721
759,587,5
760,587,80
761,587,8601
762,588,341
763,588,342
764,588,559
765,588,55914
766,590,14
767,590,258
768,590,4
769,591,19927
770,591,23
771,591,5
772,591,8253
773,592,14120
774,592,4
775,592,536
776,593,5120
777,593,77882
778,593,77883
779,594,11084
780,594,27
781,594,56
782,595,33
783,597,306
784,597,4
785,597,574
786,598,10954
787,598,11444
788,598,11445
789,598,11446
790,598,345
791,598,346
792,598,856
793,601,33
794,601,56
795,602,306
796,602,347
797,603,1885
798,603,372
799,603,6194
800,603,79
801,604,172
802,604,1885
803,604,375
804,604,6194
805,604,79
806,605,172
807,605,1885
808,605,6194
809,605,79
810,606,205
811,606,33
812,607,441
813,607,49325
814,607,56
815,608,441
816,608,49325
817,608,5
818,608,56
819,609,396
820,609,8411
821,612,17032
822,612,27
823,612,33
824,612,56
825,612,682
826,612,7383
827,612,803
828,613,2278
829,613,2683
830,613,3391
831,613,5755
832,613,7025
833,613,7201
834,613,986
835,615,152
836,615,306
837,616,14718
838,616,20634
839,616,44
840,616,6194
841,617,1236
842,617,5
843,619,13040
844,619,335
845,619,6194
846,621,3978
847,621,4
848,622,208
849,622,2188
850,622,3315
851,622,353
852,622,354
853,622,355
854,622,357
855,622,3823
856,622,5358
857,622,9335
858,627,14
859,627,181
860,627,358
861,627,359
862,627,9349
863,628,360
864,629,361
865,629,9168
866,630,31892
867,634,10163
868,634,11358
869,634,14
870,634,33
871,634,5870
872,639,365
873,639,97
874,640,11084
875,640,367
876,640,368
877,641,2188
878,642,306
879,642,381
880,642,382
881,644,27
882,644,385
883,644,56
884,644,6194
885,646,60
886,646,7576
887,650,441
888,652,18990
889,652,19107
890,652,19108
891,652,6194
892,652,7636
893,652,81
894,654,388
895,654,5
896,657,10761
897,657,60
898,657,7576
899,658,10761
900,658,60
901,658,7576
902,660,7576
903,660,8411
904,663,2061
905,663,35
906,664,23370
907,664,33
908,664,56
909,664,6194
910,666,393
911,666,394
912,666,395
913,667,7576
914,668,10761
915,668,60
916,668,7576
917,670,398
918,670,399
919,671,436
920,671,6194
921,671,7364
922,672,436
923,672,437
924,672,6194
925,673,436
926,673,437
927,673,6194
928,674,462
929,674,6194
930,674,7364
931,675,6194
932,675,7364
933,676,130
934,676,9195
935,679,19747
936,679,306
937,679,396
938,680,14
939,680,216
940,680,59
941,681,10761
942,681,60
943,681,7576
944,682,10761
945,682,60
946,682,7576
947,686,43910
948,686,6194
949,687,10163
950,687,1382
951,687,406
952,688,171
953,688,56
954,688,6194
955,691,10761
956,691,60
957,691,7576
958,692,407
959,693,11391
960,693,2242
961,693,27
962,693,33
963,694,11272
964,694,6194
965,694,88
966,698,60
967,698,7576
968,699,60
969,699,7576
970,700,7576
971,702,1317
972,702,6194
973,703,60
974,704,11506
975,704,3462
976,704,413
977,707,7576
978,708,60
979,708,7576
980,709,7576
981,710,60
982,710,7576
983,711,414
984,711,415
985,711,441
986,711,50830
987,712,10163
988,712,1382
989,712,181
990,713,14089
991,713,418
992,713,5186
993,713,7832
994,714,7576
995,744,4
996,745,158
997,745,17032
998,745,862
999,745,915
1000,746,469
